HNetID,VIN,Stock #,Stock-Type,Year,Make,Model,Model-No,Model-Type,Transmission,Trim-Level,# of Doors,Mileage,# of Cyl,Engine,Drivetrain,Ext. Color,Int. Color,Invoice Price,Retail Price,Book Value,Selling Price,Entry Date,Certified,Description,Options,Wheelbase,Commercial
2111379,3N63M0YN8FK697322,C45551,NEW,2015,CHEVROLET,CITY EXPRESS,15S60,VAN,AUTOMATIC,,,5,4,L0A/2.0L DOHC,,GQX/DESIGNER WH,93G/MEDIUM PEWT,22586.86,23920.00,,23920.00,11/11/14,,,L0A MRA UPF WBP ZW3 ZZ1 ZZ2,,
2111379,1GC1KWEG4FF610643,C46992,NEW,2015,CHEVROLET,Silverado 2500,CK25743,PICKUP,AUTOMATIC,,,1,8,L96/6.0L VORTEC,,GAZ/SUMMIT WHIT,H3B/JET BLACK,52255.76,55125.00,,55125.00,04/24/15,,,AN3 AVF GEH IO6 KB6 K4B L96 MYD NE1 PDF QFC R7I S9O UVD U01 VV4 VYU Y65 ZZ1 ZZ2,,C
2111379,1GC1KVEG1FF597330,C46730,NEW,2015,CHEVROLET,Silverado 2500,CK25743,PICKUP,AUTOMATIC,,,8,8,L96/6.0L VORTEC,,GXG/TUNGSTEN ME,H0U/JET BLACK,46945.01,49540.00,,49540.00,03/30/15,,,AVF DPN GEH IO6 K4B L96 MYD NE1 PCM PHF QGM UF2 U01 VV4 VYU Z82 ZZ1 ZZ2,,C
2111379,3N63M0YN0FK702299,C45813,NEW,2015,CHEVROLET,CITY EXPRESS,15S60,VAN,AUTOMATIC,,,5,4,L0A/2.0L DOHC,,GQX/DESIGNER WH,93G/MEDIUM PEWT,22540.26,23675.00,,23675.00,12/18/14,,,K34 MRA UPF ZW3 ZZ1 ZZ2,,
2111379,1GNSKBKC6FR622068,C46468,NEW,2015,CHEVROLET,Tahoe,CK15706,UTILITY,AUTOMATIC,,,9,8,L83/5.3L ECOTEC,,GBA/BLACK,H2U/JET BLACK,60467.26,63825.00,,63825.00,03/10/15,,,ATN AVF L83 MYC NE1 PCJ PCK UTT VPV VV4 Z71 1SZ ZZ1 ZZ2,,
2111379,1GC2KUEG5FZ536009,C47123,NEW,2015,CHEVROLET,Silverado 2500,CK25753,PICKUP,AUTOMATIC,,,1,8,L96/6.0L VORTEC,,GAZ/SUMMIT WHIT,H2R/JET BLACK/D,39902.42,41630.00,,41630.00,05/06/15,,,AVF DPN GEH IO4 K4B L96 MYD NE1 PCM UE1 U01 VV4 VYU Z82 ZZ1 ZZ2,,C
2111379,3N63M0YN8FK697482,C45552,NEW,2015,CHEVROLET,CITY EXPRESS,15S60,VAN,AUTOMATIC,,,5,4,L0A/2.0L DOHC,,GQX/DESIGNER WH,93G/MEDIUM PEWT,22586.86,23920.00,,23920.00,11/11/14,,,L0A MRA UPF WBP ZW3 ZZ1 ZZ2,,
2111379,3GCUKREC9FG220874,C45683,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PICKUP,AUTOMATIC,,,5,8,L83/5.3L ECOTEC,,GAZ/SUMMIT WHIT,H0U/JET BLACK,44139.51,45980.00,,45980.00,12/05/14,,,C5Z GU4 IO6 L83 MYC NE1 PDU VV4 1SZ ZZ1 ZZ2,,C
2111379,1GC1KXEG8FF607928,C46993,NEW,2015,CHEVROLET,Silverado 2500,CK25743,PICKUP,AUTOMATIC,,,1,8,L96/6.0L VORTEC,,GBA/BLACK,H4B/LEATHER,54699.50,57515.00,,57515.00,04/24/15,,,AVF GEH K4B L96 MYD NE1 PDT R7I U01 VV4 VXH VYU ZZ1 ZZ2,,C
2111379,1GNSKBKC1FR641224,C46731,NEW,2015,CHEVROLET,Tahoe,CK15706,UTILITY,AUTOMATIC,,,11,8,L83/5.3L ECOTEC,,G1C/SLATE GREY,H2U/JET BLACK,60111.77,63930.00,,63430.00,03/30/15,,,ATN AVF L83 MYC NE1 PCJ PCK VPV VV4 Z71 ZZ1 ZZ2,,
2111379,3GCUKRECXFG273096,C46076,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,G1K/DEEP OCEAN,H0U/JET BLACK,43000.51,45350.00,,45350.00,02/05/15,,,C5Z GU4 G1K IO6 L83 MYC NE1 PDU VV4 1SZ ZZ1 ZZ2,,C
2111379,1GNSKBKC7FR626338,C46469,NEW,2015,CHEVROLET,Tahoe,CK15706,UTILITY,AUTOMATIC,,,14,8,L83/5.3L ECOTEC,,GWT/CHAMPAGNE S,H0K/COCOA/DUNE,57542.77,60720.00,,60720.00,03/10/15,,,ATN AVF CF5 IO6 L83 MYC NE1 PCK VV4 ZZ1 ZZ2,,
2111379,1GC2KUEG8FZ536019,C47124,NEW,2015,CHEVROLET,Silverado 2500,CK25753,PICKUP,AUTOMATIC,,,1,8,L96/6.0L VORTEC,,GAZ/SUMMIT WHIT,H2R/JET BLACK/D,39902.42,41630.00,,41630.00,05/06/15,,,AVF DPN GEH IO4 K4B L96 MYD NE1 PCM UE1 U01 VV4 VYU Z82 ZZ1 ZZ2,,C
2111379,1GCVKREC7FZ255241,C46207,NEW,2015,CHEVROLET,Silverado 1500,,PU,,,,12,,,,,,40289.20,,,,02/18/15,,,,,C
2111379,1GCVKREC9FZ276883,C46600,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,7,8,L83/5.3L ECOTEC,,GAZ/SUMMIT WHIT,H0U/JET BLACK,41080.01,43360.00,,43360.00,03/17/15,,,C5Z GU6 IO6 L83 MYC NE1 PCM PEB R7Q VV4 1SZ ZZ1 ZZ2,,C
2111379,1GC1KWEC6FF604388,C46862,NEW,2015,CHEVROLET,Silverado 2500,CK25743,PICKUP,AUTOMATIC,,,9,8,L96/6.0L VORTEC,,GXG TUNGSTEN ME/GXG TUNGSTEN ME,H3B/JET BLACK,52827.27,55760.00,,55760.00,04/14/15,,,AN3 AVF DQS GEH IO6 KB6 K4B L96 MYD NE1 PDF QFC R7I S90 UVD U01 VV4 VYU Y65 Z71 ZZ1 ZZ2,,C
2111379,1GC2KVEG4FZ533995,C46994,NEW,2015,CHEVROLET,Silverado 2500,CK25753,PICKUP,AUTOMATIC,,,1,8,L96/6.0L VORTEC,,GBA/ BLACK,H0U/JET BLACK,45459.77,47970.00,,47970.00,04/24/15,,,AVF DPN GEH IO6 K4B L96 NE1 PCM PHF QGM U01 VV4 VYU Z82 ZZ1 ZZ2,,C
2111379,1GNSKCKC6FR645890,C46732,NEW,2015,CHEVROLET,Tahoe,CK15706,UTILITY,AUTOMATIC,,,8,8,L83/5.3L ECOTEC,,GBA/BLACK,H2Y/COCOA/DUNE,66666.26,69130.00,,70325.00,03/30/15,,,ATT AVF L83 MYC NE1 NHT PCJ SGF UTT VV4 Y66 1SZ ZZ1 ZZ2,,
2111379,3GCUKREC5FG272857,C46077,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,GBA/BLACK,H0U/JET BLACK,42118.40,44855.00,,44855.00,02/05/15,,,C5Z GU4 IO6 L83 MYC NE1 PDU VV4 1SZ ZZ1 ZZ2,,C
2111379,1G1PA5SG7F7223616,C46601,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,14,4,LWE/1.8L DOCHC,,GAN/SILVER ICE,AFB/JET BLACK/M,19461.95,19695.00,,19695.00,03/17/15,,,LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,3GCUKREC7FG252092,C45946,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,GCE/DEEP RUBY M,H0U//JET BLACK,43630.51,46050.00,,46050.00,01/15/15,,,C5Z GU6 IO6 L83 MYC NE1 PCM PEB VV4 1SZ ZZ1 ZZ2,,C
2111379,1GC2KVEG0FZ535971,C47125,NEW,2015,CHEVROLET,Silverado 2500,CK25753,PICKUP,AUTOMATIC,,,1,8,L96/6.0L VORTEC,,G7J/RAINFOREST,H0U/JET BLACK,46130.26,48715.00,,48715.00,05/06/15,,,AVF DPN GEH G7J IO6 KA1 K4B L96 MYD NE1 PCM PHF QGM U01 VV4 VYU Z82 ZZ1 ZZ2,,C
2111379,1GCVKREC8FZ255622,C46208,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,7,8,L83/5.3L ECOTEC,,GREY/GREY,H0U/JET BLACK,41101.51,43290.00,,43290.00,02/18/15,,,C5Z GU4 IO6 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2111379,1GC1KXEG4FF602192,C46863,NEW,2015,CHEVROLET,Silverado 2500,CK25743,PICKUP,AUTOMATIC,,,14,8,L96/6.0L ECOTEC,,GBA/BLACK,H4S/LEATHER,54686.51,57370.00,,57520.00,04/14/15,,,AVF DQS GEH K4B L96 MYD NE1 PDT R7I UF2 U01 VV4 VXH VYU ZZ1 ZZ2,,C
2111379,1GB3KYCG7FF536646,C45553,NEW,2015,CHEVROLET,SILVERADO 3500,CK36003,PICKUP,AUTOMATIC,,,2,8,L96/VORTEC 6.0L,,GCN/VICTORY RED,H2R/JET BLACK,43621.51,37890.00,,37890.00,11/12/14,,,AVF JL1 L96 MYD NE1 QZT VYU 9E5,,C
2111379,1G1YM2D77F5119503,C46733,NEW,2015,CHEVROLET,CORVETTE STINGRAY,1YX07,COUPE,AUTOMATIC,,,15,8,LT1/6.2L,,G1B/SHARK GREY,195/JET BLACK,71567.96,77650.00,,77650.00,03/30/15,,,CC3 ERI FE4 J6F LT1 M5U NE1 Q7E 3LT ZZ1 ZZ2,,
2111379,1GC2KVEG5FZ533844,C46995,NEW,2015,CHEVROLET,Silverado 2500,CK25753,PICKUP,AUTOMATIC,,,1,8,L96/6.0L VORTEC,,GBA/BLACK,H0U/JET BLACK,45459.77,47970.00,,47970.00,04/24/15,,,AVF DPN GEH IO6 K4B L96 MYD NE1 PCM PHF QGM U01 VV4 VYU Z82 ZZ1 ZZ2,,C
2111379,KL7CJKSB8FB088021,C46078,NEW,2015,CHEVROLET,TRAX,1JU76,UTILITY,AUTOMATIC,,,2,4,LUV/1.4L ECOTEC,,GQM/BRILLIANT B,AFJ/JET BLACK,20645.60,20995.00,,20995.00,02/05/15,,,LUV MH8 NE1 VV4 ZZ1 ZZ2,,
2111379,1GNSKBKC8FR626462,C46471,NEW,2015,CHEVROLET,Tahoe,CK15706,UTILITY,AUTOMATIC,,,5,8,L83/5.3L ECOTEC,,GXG/TUNGSTEN ME,H2U/JET BLACK,60526.26,64035.00,,64035.00,03/10/15,,,ATN AVF L83 MYC NE1 NHT PCJ PCK RD4 VV4 1SZ ZZ1 ZZ2,,
2111379,1GNSKCKC3FR680368,C47126,NEW,2015,CHEVROLET,Tahoe,CK15706,UTILITY,AUTOMATIC,,,1,8,L83/5.3L ECOTEC,,GBN/WHITE DIAMO,H2Y/COCOA/DUNE,66666.26,70325.00,,70325.00,05/06/15,,,AVF GBN L83 MYC NE1 NHT PCJ SGF UTT VV4 1SZ ZZ1 ZZ2,,
2111379,1G1PA5SG6F7126911,C45423,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,2,4,LWE/ECOTEC 1.8L,,GAN/SILVER ICE,AFB/JET BLACK,19461.95,19695.00,,19695.00,10/20/14,,,LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,1G11B5SL2FF274690,C46602,NEW,2015,CHEVROLET,MALIBU,1GB69,SEDAN,AUTOMATIC,,,8,4,LKW,,GWY/ATLANTIS BL,AFC/JET BLACK/T,23250.53,23565.00,,23565.00,03/17/15,,,LKW MNH NE1 PCR VV4 ZZ1 ZZ2,,
2111379,3GCUKSEC3FG252128,C45947,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,GREY/GREY,H3B/JET BLACK,48658.51,51370.00,,51370.00,01/15/15,,,AN3 CF5 C5Z GU6 IO6 JL1 KB6 L83 MYC NE1 PDF PEB QSS VV4 Y65 1SZ ZZ1 ZZ2,,C
2111379,1G1PA5SGXF7206602,C46340,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,9,4,LWE/1.8L DOCHC,,GAR/BLACK GRANI,AFB/JET BLACK/M,19664.46,19920.00,,19920.00,02/25/15,,,GAR LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,1GCVKREC9FZ254785,C46209,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,GAZ/SUMMIT WHIT,H0U/JET BLACK,41101.51,43290.00,,43290.00,02/18/15,,,C5Z GU4 IO6 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2111379,1GNALBEK1FZ132830,C46864,NEW,2015,CHEVROLET,Equinox,1LH26,UTILITY,AUTOMATIC,,,8,4,LEA/2.4L DOHC,,GXG/TUNGSTEN ME,AFJ/JET BLACK,26872.41,27670.00,,27670.00,04/14/15,,,LEA MX0 NE1 PDD VV4 ZZ1 ZZ2,,
2111379,1G1PA5SG8F7126487,C45424,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,2,4,LWE/ECOTEC 1.8L,,GXH/BLUE RAY ME,AFB/JET BLACK,19461.95,19695.00,,19695.00,10/20/14,,,LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,2GNALBEK8F1155661,C46734,NEW,2015,CHEVROLET,Equinox,1LH26,UTILITY,AUTOMATIC,,,4,4,LEA/2.4L DOHC,,G1M/BLUE VELVET,AFJ/JET BLACK,26872.41,27670.00,,27670.00,03/30/15,,,LEA MX0 NE1 PDD VV4 ZZ1 ZZ2,,
2111379,3N63M0YN9FK707257,C46079,NEW,2015,CHEVROLET,CITY EXPRESS,15S60,VAN,AUTOMATIC,,,5,4,L0A/2.0L DOHC,,K0U/GALVANIZED,93G/MEDIUM PEWT,22540.26,23675.00,,23675.00,02/05/15,,,K34 L0A MRA UPF ZW3 ZZ1,,
2111379,2GNALAEK0F1165594,C47127,NEW,2015,CHEVROLET,Equinox,1LF26,UTILTIY,AUTOMATIC,,,1,4,LEA/2.4L DOHC,,GAZ/SUMMIT WHIT,AFH/JET BLACK,24709.40,25395.00,,25395.00,05/06/15,,,LEA MX0 NE1 VV4 ZZ1 ZZ2,,
2111379,1GCVKREC9FZ255404,C46210,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,G1C/SLATE GREY,H0U/JET BLACK,40495.01,42710.00,,42710.00,02/18/15,,,C5Z GU6 IO6 L83 MYC NE1 PDU PZX QXN R7Q VV4 1SZ ZZ1 ZZ2,,C
2111379,1GNFLFEK4FZ132866,C46865,NEW,2015,CHEVROLET,Equinox,1LK26,UTILITY,AUTOMATIC,,,12,4,LEA/2.4L DOHC,,GREY/GREY,AFJ/JET BLACK,28569.91,29420.00,,29420.00,04/14/15,,,LEA MX0 NE1 PDD VV4 ZZ1 ZZ2,,
2111379,1GC2KVEG7FZ533893,C46996,NEW,2015,CHEVROLET,Silverado 2500,CK25753,PICKUP,AUTOMATIC,,,10,8,L96/6.0L VORTEC,,WHITE/WHITE,H0U/JET BLACK,45459.77,47970.00,,47970.00,04/24/15,,,AVF DPN GEH IO6 K4B L96 MYD NE1 PCM PHF QGM U01 VV4 VYU Z82 ZZ1 ZZ2,,C
2111379,1GCRCREH9FZ225278,C45818,NEW,2015,CHEVROLET,Silverado 1500,CC15753,PICKUP,AUTOMATIC,,,2,6,LV3/4.3L ECOTEC,,GAZ/SUMMIT WHIT,H0U/JET BLACK,35296.00,37125.00,,37125.00,12/19/14,,,C5H LV3 MYC NE1 PDU VV4 1SZ ZZ1 ZZ2,,C
2111379,2GNALAEK9F1165612,C47128,NEW,2015,CHEVROLET,Equinox,1LF26,UTILITY,AUTOMATIC,,,1,4,LEA/2.4L DOHC,,GBA/BLACK,AFH/JET BLACK,24709.40,25395.00,,25395.00,05/06/15,,,LEA MX0 NE1 VV4 ZZ1 ZZ2,,
2111379,1GCVKSEC1FZ255632,C46211,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,GCE/DEEP RUBY M,H3B/JET BLACK,46860.50,49465.00,,49465.00,02/18/15,,,AN3 C5Z GU6 IO6 JL1 KB6 L83 MYC NE1 PDF RC7 RD2 UF2 VV4 Y65 ZZ1 ZZ2,,C
2111379,1G1PA5SG2F7247225,C46866,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,11,4,LWE/1.8L DOCHC,,GAN/SILVER ICE,AFB/JET BLACK/M,19461.95,19695.00,,19695.00,04/14/15,,,LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,1G1RD6E46FU125976,C46342,NEW,2015,CHEVROLET,Volt,1RC68,HYBRID,AUTOMATIC,,,8,4,LUU/1.4L RANGE,,GBA/BLACK,AFI/JET BLACK/L,37201.61,38135.00,,38135.00,02/25/15,,,LUU NE1 PCQ PCV PCY V7X ZZ1 ZZ2,,
2111379,1GAZG1FF2F1167363,C46604,NEW,2015,CHEVROLET,Express 3500,CG33706,VAN,AUTOMATIC,,,8,8,L20/4.8L VORTEC,,GAZ/SUMMIT WHIT,93G/MEDIUM PEWT,34895.01,38680.00,,38680.00,03/18/15,,,C49 C6Y DE5 G80 L20 MYD NE1 UE0 VQ2 V14 ZP3 1LT,,C
2111379,1GC2KWE87FZ534041,C46997,NEW,2015,CHEVROLET,Silverado 2500,CK25753,PICKUP,AUTOMATIC,,,1,8,L96/6.6L DIESEL,,GBA/BLACK,H3B/JET BLACK,58128.50,54580.00,,61775.00,04/24/15,,,AN3 AVF C7A DQS GT4 IO6 KB6 K05 LML MW7 NE1 PDF QFC R7I S9O UVD U01 VV4 VYU Y65 Z71 ZZ1 ZZ2,,C
2111379,1G1PA5SG9E7469677,C45032,NEW,2014,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,2,4,LWE/ECOTEC 1.8L,,GWY/ATLANTIS BL,AFB/JET BLACK,19299.44,19530.00,,19530.00,09/05/14,,,LWE MH9 NE1 ZZ1 ZZ2,,
2111379,1G1PA5SG9F7127020,C45426,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,2,4,LWE/ECOTEC 1.8L,,GAR/BLACK GRANI,AFB/JET BLACK,19664.46,19920.00,,19920.00,10/20/14,,,GAR LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,1G1PA5SG5F7241466,C46867,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,22,4,LWE/1.8L DOCHC,,GAN/SILVER ICE,AFB/JET BLACK/M,19461.95,19695.00,,19695.00,04/14/15,,,LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,2GNFLEEK7F6366120,C47129,NEW,2015,CHEVROLET,Equinox,1LG26,UTILITY,AUTOMATIC,,,1,4,LEA/2.4L DOHC,,GBA/BLACK,AFH/JET BLACK,26406.90,27145.00,,27145.00,05/06/15,,,LEA MX0 NE1 VV4 ZZ1 ZZ2,,
2111379,1GCVKSEC4FZ254880,C46212,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,GAZ/SUMMIT WHIT,H3B/JET BLACK,46860.50,49465.00,,49465.00,02/18/15,,,AN3 C5Z GU6 IO6 JL1 KB6 L83 MYC NE1 PDF RC7 RD2 UF2 VV4 Y65,,C
2111379,1GCVKREC8FZ230350,C45950,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,BLACK/BLACK,H0U/JET BLACK,41101.51,43290.00,,43290.00,01/16/15,,,C5Z GU4 IO6 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2111379,1GNALBEK3FZ134479,C46998,NEW,2015,CHEVROLET,Equinox,1LH26,UTILITY,AUTOMATIC,,,1,4,LEA/2.4L DOHC,,GXG/TUNGSTEN ME,AFJ/JET BLACK,26872.41,27670.00,,27670.00,04/24/15,,,LEA MX0 NE1 PDD VV4 ZZ1 ZZ2,,
2111379,1G1PC5SB4F7241487,C46868,NEW,2015,CHEVROLET,Cruze,1PX69,SEDAN,AUTOMATIC,,,12,4,LUV/1.4L ECOTEC,,GXG/TUNGSTEN ME,AFF/JET BLACK,21180.12,21600.00,,21600.00,04/14/15,,,LUV MH8 NE1 PDB VV4 ZZ1 ZZ2,,
2111379,1GC2KWEG6FZ536080,C47130,NEW,2015,CHEVROLET,Silverado 2500,CK25753,PICKUP,AUTOMATIC,,,1,8,L96/6.0L VORTEC,,GAZ/SUMMIT WHIT,H3B/JET BLACK,50559.50,53365.00,,53365.00,05/06/15,,,AN3 AVF DQS GEH IO6 KB6 K4B L96 MYD NE1 PDF QFC R7I S9O U01 VV4 VYU Y65 Z71 ZZ1 ZZ2,,C
2111379,1GCVKREC4FZ278816,C46606,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,9,8,L83/5.3L ECOTEC,,GCE/DEEP RUBY M,H0U/JET BLACK,41080.01,43360.00,,43360.00,03/18/15,,,C5Z GU6 IO6 L83 MYC NE1 PCM PEB R7Q VV4 1SZ ZZ1 ZZ2,,C
2111379,1G1PA5SG0F7214451,C46475,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,10,4,LWE/1.8L DOCHC,,GAN/SILVER ICE,AFB/JET BLACK/M,19461.95,19695.00,,19695.00,03/10/15,,,LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,1GNFLFEK4FZ134343,C46999,NEW,2015,CHEVROLET,Equinox,1LK26,UTILITY,AUTOMATIC,,,10,4,LEA/2.4L DOHC,,RED/RED,AFJ/JET BLACK,28925.40,29815.00,,29815.00,04/24/15,,,GBE LEA MX0 NE1 PDD VV4 ZZ1 ZZ2,,
2111379,1GCRCPEC2FZ289915,C46737,NEW,2015,CHEVROLET,Silverado 1500,CC15753,PICKUP,AUTOMATIC,,,7,8,L83/5.3L ECOTEC,,GBA/BLACK,H2R/JET BLACK/D,32933.31,33920.00,,33920.00,03/31/15,,,B30 C5W GU6 L83 MYC NE1 ST8 VV4 1SZ ZZ1 ZZ2,,C
2111379,1G1PA5SG9E7485958,C45166,NEW,2014,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,8,4,LWE/ECOTEC 1.8L,,GRAY/GRAY,AFB/JET BLACK,19299.44,19530.00,,19533.00,09/19/14,,,LWE MH9 NE1 ZZ1 ZZ2,,
2111379,1G1PA5SG6F7200800,C46214,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,9,4,LWE/1.8L DOCHC,,GAR/BLACK GRANI,AFB/JET BLACK/M,19664.46,19920.00,,19920.00,02/18/15,,,GAR LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,2GNALAEK0F6367922,C47131,NEW,2015,CHEVROLET,Equinox,1LF26,UTILITY,AUTOMATIC,,,1,4,LEA/2.4L DOHC,,GBA/BLACK,AFH/JET BLACK,24709.40,25395.00,,25395.00,05/06/15,,,LEA MX0 NE1 VV4 ZZ1 ZZ2,,
2111379,2GNALAEK5F1159029,C46869,NEW,2015,CHEVROLET,Equinox,1LF26,UTILITY,AUTOMATIC,,,9,4,LEA/2.4L DOHC,,G1M/BLUE VELVET,AFH/JET BLACK,24709.40,25395.00,,25395.00,04/14/15,,,LEA MX0 NE1 VV4 ZZ1 ZZ2,,
2111379,1GCVKREC4FZ279867,C46607,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,11,8,L83/5.3L ECOTEC,,GXG/TUNGSTEN ME,H1Y/JET BLACK,42155.50,44555.00,,44555.00,03/18/15,,,AZ3 C5Z GU6 IO6 L83 MYC NE1 PCM PEB R7Q VV4 1SZ ZZ1 ZZ2,,C
2111379,1G1PA5SG0F7214532,C46476,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,10,4,LWE,,GAR/BALCK GRANI,AFB/JET BLACK/M,19664.46,19920.00,,19920.00,03/10/15,,,LWE GAR MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,1GNKRFKD4FJ343017,C47000,NEW,2015,CHEVROLET,Traverse,CR14526,UTILITY,AUTOMATIC,,,1,6,LLT/3.6L,,G1M/BLUE VELVET,83C/TITANIUM,31795.12,32420.00,,32420.00,04/24/15,,,AH5 LLT M7V NE1 UE1 ZZ1 ZZ2,,
2111379,1GCVKSEC0FZ290517,C46738,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,9,8,L83/5.3L ECOTEC,,GCE/DEEP RUBY M,H3C/JET BLACK/D,45426.51,47910.00,,47910.00,03/31/15,,,AN3 C5Z GU6 IO6 KB6 L83 MYC NE1 PDF PEB QSS UF2 VV4 Y65 1SZ ZZ1 ZZ2,,C
2111379,1G1PA5SG9F7201052,C46215,NEW,2015,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,7,4,LWE/1.8L DOCHC,,GAR/BLACK GRANI,AFB/JET BLACK/M,19664.46,19920.00,,19920.00,02/18/15,,,GAR LWE MH9 NE1 VV4 ZZ1 ZZ2,,
2111379,3GCUKSEC9FG252361,C45953,NEW,2015,CHEVROLET,Silverado 1500,CK15543,PICKUP,AUTOMATIC,,,2,8,L83/5.3L ECOTEC,,WHITE/WHITE,H3A/COCOA/DUNE,49608.00,52425.00,,52425.00,01/16/15,,,AN3 CF5 C5Z GU6 IO6 JL1 KB6 L83 MYC NE1 PDF PEB QSS UF2 VV4 Y65 1SZ ZZ1 ZZ2 GBN,,C
2111379,2GNALBEK6F1158915,C46870,NEW,2015,CHEVROLET,Equinox,1LH26,UTILITY,AUTOMATIC,,,8,4,LEA/2.4L DOHC,,GAN/SILVER ICE,AFJ/JET BLACK,26872.41,27670.00,,27670.00,04/14/15,,,LEA MX0 NE1 PDD VV4 ZZ1 ZZ2,,
2111379,1GCVKREC6FZ279675,C46608,NEW,2015,CHEVROLET,Silverado 1500,CK15753,PICKUP,AUTOMATIC,,,11,8,L83/5.3L ECOTEC,,G1C/SLATE GREY,H0U/JET BLACK,40004.50,42165.00,,42165.00,03/18/15,,,C5Z GU4 IO6 L83 MYC NE1 PDU R7Q VV4 1SZ ZZ1 ZZ2,,C
2111379,1G1PA5SG8E7469976,C45036,NEW,2014,CHEVROLET,Cruze,1PL69,SEDAN,AUTOMATIC,,,2,4,LWE/ECOTEC 1.8L,,GWT/CHAMPAGNE S,AFB/JET BLACK,19299.44,19530.00,,19530.00,09/05/14,,,LWE MH9 NE1 ZZ1 ZZ2,,
2111379,1GB0G2CA0E1163524,C43857,NEW,2014,CHEVROLET,Express 3500,CG33503,VAN,AUTOMATIC,,,2,8,L20/VORTEC 4.8,,50U/SUMMIT WT,93G/MD PEWTER,35849.70,31833.00,,31833.00,03/25/14,,,AS5 ATG BNC C4M DE2 D31 G80 JL4 L20 MYD NE1 R04 U1C ZQ2 ZQ3 ZR7 ZX2 1WT 8E1,,C
2111379,1GNKVFKD1FJ342581,C47001,NEW,2015,CHEVROLET,Traverse,CV14526,UTILITY,AUTOMATIC,,,1,6,LLT/3.6L,,GXG/TUNGSTEN ME,83C/TITANIUM,33755.12,34420.00,,34420.00,04/24/15,,,AH5 LLT M7X NE1 UE1 ZZ1 ZZ2,,
